Type,Function,Digit,Time(ns)
randomdigit,schubfach,1,20.714590
randomdigit,schubfach,2,24.667500
randomdigit,schubfach,3,24.692500
randomdigit,schubfach,4,24.677080
randomdigit,schubfach,5,23.574170
randomdigit,schubfach,6,23.624170
randomdigit,schubfach,7,22.629160
randomdigit,schubfach,8,22.870410
randomdigit,schubfach,9,22.723330
randomdigit,schubfach,10,25.272500
randomdigit,schubfach,11,26.542500
randomdigit,schubfach,12,26.105410
randomdigit,schubfach,13,26.645410
randomdigit,schubfach,14,25.617080
randomdigit,schubfach,15,26.810420
randomdigit,schubfach,16,27.704580
randomdigit,schubfach,17,34.422500
randomdigit,sprintf,1,666.472090
randomdigit,sprintf,2,686.137920
randomdigit,sprintf,3,701.867500
randomdigit,sprintf,4,716.856670
randomdigit,sprintf,5,727.165000
randomdigit,sprintf,6,755.905420
randomdigit,sprintf,7,756.024170
randomdigit,sprintf,8,761.893750
randomdigit,sprintf,9,757.892910
randomdigit,sprintf,10,769.645000
randomdigit,sprintf,11,783.231250
randomdigit,sprintf,12,788.040420
randomdigit,sprintf,13,798.765000
randomdigit,sprintf,14,808.132080
randomdigit,sprintf,15,811.698750
randomdigit,sprintf,16,819.222500
randomdigit,sprintf,17,844.627500
randomdigit,to_chars,1,55.688330
randomdigit,to_chars,2,56.589170
randomdigit,to_chars,3,53.414160
randomdigit,to_chars,4,52.217500
randomdigit,to_chars,5,50.237500
randomdigit,to_chars,6,49.625840
randomdigit,to_chars,7,47.589170
randomdigit,to_chars,8,45.171250
randomdigit,to_chars,9,44.564160
randomdigit,to_chars,10,45.710410
randomdigit,to_chars,11,42.492500
randomdigit,to_chars,12,40.747910
randomdigit,to_chars,13,39.090000
randomdigit,to_chars,14,38.275410
randomdigit,to_chars,15,36.926670
randomdigit,to_chars,16,35.778330
randomdigit,to_chars,17,37.330840
randomdigit,xjb64,1,11.192500
randomdigit,xjb64,2,11.152500
randomdigit,xjb64,3,11.165420
randomdigit,xjb64,4,11.325420
randomdigit,xjb64,5,11.140830
randomdigit,xjb64,6,10.811250
randomdigit,xjb64,7,10.988330
randomdigit,xjb64,8,11.218750
randomdigit,xjb64,9,11.172920
randomdigit,xjb64,10,11.210840
randomdigit,xjb64,11,11.218340
randomdigit,xjb64,12,11.186670
randomdigit,xjb64,13,11.174160
randomdigit,xjb64,14,11.205830
randomdigit,xjb64,15,11.154170
randomdigit,xjb64,16,11.411670
randomdigit,xjb64,17,11.315000
randomdigit,yy,1,12.897920
randomdigit,yy,2,12.924590
randomdigit,yy,3,12.940000
randomdigit,yy,4,21.787080
randomdigit,yy,5,15.647920
randomdigit,yy,6,15.259170
randomdigit,yy,7,13.932920
randomdigit,yy,8,13.740410
randomdigit,yy,9,15.965420
randomdigit,yy,10,15.931670
randomdigit,yy,11,14.917500
randomdigit,yy,12,14.822080
randomdigit,yy,13,17.472920
randomdigit,yy,14,17.114160
randomdigit,yy,15,15.941670
randomdigit,yy,16,15.909580
randomdigit,yy,17,15.847920
randomdigit,zmij,1,10.601660
randomdigit,zmij,2,10.615410
randomdigit,zmij,3,13.074580
randomdigit,zmij,4,11.067080
randomdigit,zmij,5,10.647920
randomdigit,zmij,6,10.652500
randomdigit,zmij,7,10.294170
randomdigit,zmij,8,10.561660
randomdigit,zmij,9,10.775420
randomdigit,zmij,10,10.633330
randomdigit,zmij,11,10.632500
randomdigit,zmij,12,10.714580
randomdigit,zmij,13,10.428330
randomdigit,zmij,14,10.566250
randomdigit,zmij,15,10.546660
randomdigit,zmij,16,10.752080
randomdigit,zmij,17,10.575420
