Type,Function,Digit,Time(ns)
randomdigit,yy,15,14.905208
randomdigit,yy,16,14.833458
randomdigit,yy,17,14.830709
randomdigit,zmij,1,9.924500
randomdigit,zmij,2,9.907541
randomdigit,zmij,3,9.906208
randomdigit,zmij,4,9.898583
randomdigit,zmij,5,9.906292
randomdigit,zmij,6,9.905416
randomdigit,zmij,7,9.916208
randomdigit,zmij,8,9.914250
randomdigit,zmij,9,10.071917
randomdigit,zmij,10,9.910917
randomdigit,zmij,11,9.905458
randomdigit,zmij,12,9.905708
randomdigit,zmij,13,9.907959
randomdigit,zmij,14,9.901583
randomdigit,zmij,15,9.891625
randomdigit,zmij,16,10.046542
randomdigit,zmij,17,9.918417
